深圳市	南山区	沙河街道沙河东路世纪村	113.965603,22.533341
深圳市	福田区	新世界·四季山水一期	114.045941,22.571065
深圳市	福田区	福宁街桐林公寓	114.07877,22.532309
深圳市	龙岗区	百合星城二期	114.121774,22.596788
深圳市	龙岗区	锦航酒店	114.154315,22.606271
深圳市	宝安区	沙井西荟城	113.816216,22.732635
深圳市	宝安区	潭头社区四村	113.847064,22.749634
深圳市	龙华区	西头新村四区	114.016679,22.641996
深圳市	龙华区	花半里	114.048099,22.673337
深圳市	南山区	花园城一期	113.922431,22.503223
深圳市	宝安区	东方社区上头田新村	113.846036,22.75868
深圳市	龙岗区	正大时代华庭	114.179942,22.647351
深圳市	龙岗区	新亚洲花园	114.236552,22.715503
深圳市	龙岗区	上木古社区岭根吓	114.066859,22.698945
深圳市	福田区	玮鹏花园	114.094633,22.542175
深圳市	盐田区	东海丽景花园	114.258286,22.590203
深圳市	坪山区	汤坑社区东方丽园	114.316313,22.667044
深圳市	南山区	御景峰	114.011976,22.598016
深圳市	宝安区	金泓凯旋城	113.900339,22.548317
深圳市	南山区	沙河街道沙河东路世纪村	113.965603,22.533341
深圳市	南山区	鸿丰大酒店	113.912396,22.512332
深圳市	南山区	科技园华润城	113.954436,22.538586
深圳市	南山区	华侨城香山美墅	113.97005,22.549367
深圳市	南山区	大冲宿禾服务式公寓	113.951957,22.541669
深圳市	南山区	锦绣花园	113.995118,22.533246
深圳市	南山区	蛇口街道东角头港湾花园	113.934734,22.487198
深圳市	南山区	蔚蓝海岸	113.935521,22.508066
深圳市	南山区	蛇口街道四海公寓	113.931484,22.49404
深圳市	南山区	宝能太古城北区	113.939076,22.501557
深圳市	南山区	蓝月湾畔	113.93554,22.503978
深圳市	南山区	丽山路西湖林语	113.965542,22.592897
深圳市	南山区	西丽阳光工业区	113.933944,22.634421
深圳市	南山区	蛇口街道海境界	113.934817,22.492489
深圳市	南山区	南头街道麒麟花园	113.9292,22.545335
深圳市	南山区	中洲万豪酒店	113.933234,22.517495
深圳市	南山区	西丽街道德意名居	113.96135,22.590906
深圳市	南山区	海岸明珠	113.931814,22.515872
深圳市	南山区	半岛城邦	113.931165,22.482845
深圳市	南山区	南山街道友邻公寓	113.929697,22.531364
深圳市	南山区	南山街道现代城华庭	113.92446,22.517229
深圳市	南山区	南山街道阳光棕榈园	113.912792,22.525948
深圳市	南山区	西海湾花园	113.930752,22.514337
深圳市	南山区	后海雅园	113.93577,22.493452
深圳市	南山区	雍景轩赏湖阁	113.927331,22.494446
深圳市	南山区	桑泰丹华府三期	113.965744,22.587658
深圳市	南山区	佳兆业前海广场	113.886225,22.49449
深圳市	南山区	阳光华艺大厦B座	113.928411,22.524853
深圳市	南山区	白石洲新堂花园	113.971218,22.547999
深圳市	南山区	哈尔滨工业大学(深圳)宿舍楼	113.968287,22.586447
深圳市	南山区	南山街道学府花园	113.92623,22.525931
深圳市	南山区	沙河街道华侨城东组团小区	113.991052,22.536389
深圳市	南山区	蛇口街道豪方泽公寓	113.935132,22.488646
深圳市	南山区	白石洲东四坊	113.971115,22.53256
深圳市	南山区	登良花园	113.92124,22.514757
深圳市	南山区	大冲新城花园	113.95112,22.542177
深圳市	南山区	南光花园	113.924501,22.520956
深圳市	南山区	恒立心海湾花园	113.895156,22.500853
深圳市	南山区	诺德假日花园	113.903114,22.509892
深圳市	南山区	东方花园	113.979456,22.532358
深圳市	南山区	海景嘉途酒店	113.986488,22.53462
深圳市	南山区	雷公岭村	113.927421,22.491294
深圳市	南山区	海淮路与海天一路交界处工地生活区	113.97477,22.526793
深圳市	南山区	水木丹华	113.989479,22.591584
深圳市	南山区	大磡1村	113.975825,22.622096
深圳市	南山区	万科云城一期	113.941285,22.573192
深圳市	南山区	汉庭优佳酒店(西丽地铁站店)	113.954791,22.578818
深圳市	南山区	天鹅湖花园	113.982988,22.54704
深圳市	南山区	留仙居南A区	113.950719,22.581804
深圳市	南山区	西丽塘朗城	114.000556,22.589183
深圳市	南山区	水木华庭	113.98032,22.562499
深圳市	南山区	招商街道沿山路63号	113.894426,22.492516
深圳市	南山区	艺华花园	113.931132,22.547971
深圳市	南山区	珠光村西区	113.960299,22.571979
深圳市	福田区	莲花街道景蜜村	114.038192,22.555496
深圳市	福田区	香蜜新村东区	114.042473,22.54677
深圳市	福田区	华富街道福莲花园	114.069245,22.545673
深圳市	福田区	侨香村	114.013605,22.55285
深圳市	福田区	碧华庭居翠园	114.050506,22.563188
深圳市	福田区	福华新村	114.070397,22.534201
深圳市	福田区	福港路西阳光城市	114.070781,22.523292
深圳市	福田区	越众小区	114.011431,22.536799
深圳市	福田区	沙嘴村一坊	114.037414,22.519141
深圳市	福田区	竹子林越海家园依山阁	114.044623,22.572391
深圳市	福田区	福保街道明月花园	114.055225,22.524445
深圳市	福田区	华强北街道航苑大厦西座	114.082663,22.544003
深圳市	福田区	福保街道红树福苑	114.04548,22.509569
深圳市	福田区	益田花园豪园居	114.057003,22.514667
深圳市	福田区	园岭新村	114.100529,22.554209
深圳市	福田区	南园街道南园路232号工行公寓	114.08741,22.538298
深圳市	福田区	梅东三路半山御景	114.070659,22.572732
深圳市	福田区	福华路维也纳酒店	114.080571,22.537046
深圳市	福田区	八卦四路意馨居	114.10122,22.564726
深圳市	福田区	景田天健花园	114.033771,22.557065
深圳市	福田区	益田花园	114.056941,22.513422
深圳市	福田区	笔架山公园员工宿舍	114.080876,22.562893
深圳市	福田区	上步中路盛夏公寓	114.095327,22.547723
深圳市	福田区	莲花北村	114.050768,22.559259
深圳市	福田区	上沙东村八巷	114.032074,22.5215
深圳市	福田区	新洲四街香江西苑	114.041634,22.523992
深圳市	福田区	新世界伟瑞酒店	114.053676,22.56514
深圳市	福田区	福滨新村	114.078784,22.530312
深圳市	福田区	福祥街2号1栋	114.083348,22.532187
深圳市	福田区	梅林街道兰江山第	114.013757,22.564925
深圳市	福田区	益田村	114.053333,22.514505
深圳市	福田区	景田北景龙大厦	114.045362,22.557939
深圳市	福田区	香山美树苑	114.014578,22.540413
深圳市	福田区	下梅林河背村	114.042909,22.564048
深圳市	福田区	东海国际公寓	114.020915,22.536367
深圳市	福田区	园中花园	114.098984,22.552116
深圳市	福田区	香格里拉大酒店	114.118354,22.533523
深圳市	福田区	御锦公馆	114.057925,22.570864
